parcel_id,lat,lon,zip,fortified,roof_age_yrs,roof_material,elevation_ft,flood_zone,tree_density,building_height_ft,roof_pitch_deg,historical_wind_mph,historical_rain_in,roof_area_sqft,damage,runoff_volume_gal
139,29.9641067735365,-90.13967974998704,70130,1,29,metal,12.319640997566154,X,0.5721885116498919,29.18669730671897,33.32590354692162,107.50075850332541,17.841745601222925,2565.1391598345676,0,27086.938726281587
140,29.993108130416854,-89.9918539223355,70130,0,28,shingle,24.179666108306556,A,0.6630262195344482,10.951450255726181,32.67304051617178,33.66413577801646,11.205516834890767,1879.8923581895597,0,11811.238277613578
141,30.021791955818728,-89.99458669595498,70115,0,14,shingle,7.7211356869553756,AE,0.528384229404474,22.514962802104385,41.81530363596798,92.32465327844565,17.454647616169403,1497.1074244927395,0,14651.922259096807
142,29.934432530593014,-90.06690683697096,70112,1,25,tile,7.702701244095542,X,0.8284261579928154,21.635333240353408,24.522914893088217,99.51109549113158,7.9604039583310024,2448.378370343635,0,10320.972325119157
143,29.845456012527116,-90.1122856466302,70113,0,6,metal,4.077716648259559,AE,0.8010461470186929,16.817502946997145,21.53689648287653,55.26038962108753,10.945974557546183,2144.646973964441,0,13893.827429782652
144,29.96251394655546,-90.0336134365363,70130,0,20,shingle,-4.242131238744186,AE,0.9406286345873685,16.201136761681198,8.526144606164522,69.6427542898025,14.368708098474954,800.0,0,6445.227704651925
145,29.89725891207172,-90.04753368528121,70113,0,1,shingle,15.119635621965891,X,0.6964103512159748,31.6617006108891,20.622782541169393,52.408889952485325,7.5229272512082535,1656.9022194373804,0,6988.988049549463
146,29.845667304684998,-90.14837632816693,70125,0,2,metal,-3.6279670556765318,AE,0.05248922245401655,14.586102338177263,33.06353348923807,74.94841454291937,10.16401086396546,1471.2176099795604,0,8850.21226771935
147,30.020946588122616,-90.14774454991095,70119,1,38,shingle,6.81025265944068,X,0.8219389897580728,35.78129022494714,28.450497469799753,78.27833542789621,4.521053490166452,2216.484066090562,0,5618.6866829383835
148,29.84465488612092,-90.10523486509292,70117,0,24,metal,13.305377859651454,AE,0.5596327952563651,20.23606106417503,31.889066516387345,30.881627770954218,7.605077503270691,2113.226990708797,0,9511.772299178634
149,30.00526530161272,-90.05113428984417,70125,0,35,shingle,10.542169587010472,A,0.1681906286097421,10.612843944621169,25.652191163709222,69.30838023195835,12.612327206123355,1172.1796775433268,0,8289.340376571257
150,29.885329056014843,-90.14777506050565,70119,0,28,metal,14.996439177580305,A,0.17904568811723043,22.553962370643994,20.610954080633046,82.73828507255084,5.707310987357056,2639.919824394743,0,8917.31127783689
151,29.97363972774224,-90.0270821673711,70122,0,25,tile,5.7758333664679915,AE,0.6994032160562894,10.86220147387406,27.313857317916646,37.45728115104917,11.770310520196443,2037.9696668078086,0,12702.599587692588
152,29.989006859005357,-90.01027930343102,70125,0,22,shingle,10.744207793690231,X,0.8454921021251722,33.69445382219328,27.77290949105673,61.011094080600174,11.08969869631321,2143.8937661396867,0,13330.718701032625
153,29.9912072602303,-90.06953984738972,70118,0,14,metal,-0.7047987056852048,A,0.46035455182355867,32.13590786793655,20.01315921619074,75.34936861796122,5.808597215064063,1762.7217067884703,0,6059.916873955265
154,29.918351197371116,-90.08756844957297,70122,0,21,metal,8.136128823499085,AE,0.26745465864329565,27.957124594924352,27.202091544754296,81.03749410362909,14.641256845905069,2031.6716388511131,1,17605.304030304695
155,29.994402361650344,-89.99170022069565,70114,0,25,shingle,-1.398490299716137,A,0.9360490907769597,9.265803813206581,27.246319273899935,112.31259487277633,3.615173091965879,2620.233478907894,1,5311.285456162271
156,29.8448252614973,-90.01596572002136,70117,0,17,shingle,2.539235010875675,X,0.7809583291228421,34.338530450288985,16.957983133843925,69.94280273972946,20.19829500009988,1618.21830223452,0,18326.620035582593
157,29.82488570780479,-90.16543859571296,70117,1,20,metal,15.045739752718157,X,0.9286543546914541,20.333459104144108,10.751930629909742,85.80819258936846,10.413325268165638,1672.475297480179,0,10307.676926783504
158,29.888786666749617,-90.06495263477666,70116,1,29,metal,-0.1260446801249291,X,0.757656654147818,22.34357900470994,16.11030644652645,72.40513841860567,9.873058205239307,1159.2386133163113,0,6773.859554849989
159,29.985854130955293,-90.08593745749121,70130,0,3,shingle,12.765440888202285,X,0.656368034360684,5.874147497892899,36.607255432776185,68.37787325439835,14.630578682071903,1433.8727929183633,1,11762.582553551425
160,29.973151091076463,-90.02472886511067,70119,1,14,shingle,5.399344676148692,A,0.5442354476277669,18.56387897413118,26.76695226661851,100.10761293911136,16.86561680428944,1718.885118368437,0,16254.725373134643
161,29.96660291440418,-90.00714581973855,70117,0,17,shingle,6.030440538018776,A,0.857140803403535,21.990077127342605,43.57905007346851,35.75041308514137,11.737097153366365,3485.592006640728,0,22938.64744301935
162,29.970517648097132,-90.19862608774896,70130,0,9,shingle,1.6701753795840446,A,0.897507608822497,31.094492974575545,25.625344068976908,65.36090355138761,5.175285067593048,2127.175604913127,1,6172.600598883842
163,29.88916844376348,-89.90680682828827,70118,0,24,metal,2.919899398953162,X,0.589278411558902,17.277078274399482,35.54892621130716,60.12534196361008,10.814124666524155,2118.5561646458295,0,13559.479093116232
164,29.98680379002666,-90.26359802780081,70116,1,15,shingle,3.1866053483161223,AE,0.10225646365925367,-2.582079758320102,23.79410887971059,53.856336081135595,10.753569236774972,2231.861940219639,0,13457.070201932645
165,29.88813984204669,-90.13272522078046,70117,0,33,shingle,9.208509934674874,X,0.11702719679502327,19.32874030849022,7.489998873993187,79.44174987136816,0.3874271557977238,1672.4966288337605,0,363.31712214298653
166,29.867759735276962,-89.89266948150427,70116,1,15,shingle,0.2920107316144289,A,0.7013753630563345,18.835100779313816,36.77990998353063,76.9352752598641,1.9905836439944302,985.7609497762671,0,1100.2277569037685
167,29.96441347534993,-90.04187692591987,70125,0,3,shingle,-2.2827774929283535,A,0.3615227036589541,8.430584116628765,22.407588677948123,93.65634175968583,11.42879154922852,1333.1677594279986,1,8543.103544182453
168,29.89838675800549,-89.94698433171521,70117,0,32,shingle,0.100778366620907,AE,0.013096735891859002,20.782940015124026,23.19844678867621,97.39815461648561,14.329897609968501,2611.0511010851087,1,20979.204428902332
169,29.86148863634785,-90.11546500722642,70122,1,28,metal,-1.1203139916760136,X,0.3251381120264224,5.912877429395635,31.121839897897374,43.52148872899559,15.058339060083963,2778.8949416141827,0,24766.28417662525
170,29.937042266010696,-90.12361975735851,70119,0,37,shingle,-2.243926283292101,X,0.8697262104865127,33.570464223812095,13.317291790596185,76.01134033442216,5.717047640215236,2915.819194499812,0,9346.800171388935
171,29.98312330591237,-90.04007627302825,70117,0,1,shingle,16.00823815107988,AE,0.11606200264136513,24.98486710651867,23.555108202225597,69.32059351711641,12.709114882115212,2256.878893083148,0,16082.520604429306
172,29.931142669583444,-90.19384267393868,70119,0,19,shingle,7.856140531845255,X,0.34421599024887195,35.56036138170844,30.92558116713557,83.10308983534021,15.368511662238312,2536.847650309284,0,21860.332012385417
173,29.89080873388827,-90.12016366600866,70124,0,31,shingle,7.726584906195809,X,0.6543026463289738,29.772027771622646,19.059434458191507,70.58998159211347,17.83347601079688,1148.6301960931116,1,11485.41751482303
174,29.94655707137004,-90.03502643257211,70116,0,35,shingle,7.279387266589947,A,0.6867225480983894,14.75866260454856,26.188778474163893,66.91861210375599,5.339686577848418,1074.3764958988231,0,3216.642686264082
175,30.026740214105732,-90.11845802671391,70130,0,35,metal,-0.014556400914403689,X,0.9289976470743184,19.920176139003875,12.514553412527725,69.42213270501601,9.480081883735789,2551.58740206437,0,14316.412054380948
176,29.896061200781098,-90.02120531665675,70125,0,20,shingle,4.375314565230215,X,0.4292862508655666,15.592190245601142,30.430455716631734,98.76115997952479,2.5592131202409876,1739.44453161383,1,2496.0173161400958
177,29.972106419968256,-90.13157603282473,70122,0,34,metal,13.921791320646335,AE,0.6462688600040556,16.045167500210393,21.048609730574242,82.58587765494568,7.266947405814335,1380.121561013439,0,5935.823921509277
178,29.902017001961855,-90.01703159025614,70119,0,19,tile,4.672884271339986,AE,0.04739179735992172,22.61962849859101,21.01301443271297,74.67950799671729,2.784738911347455,1596.2149207239916,0,2353.871885514875
179,29.92924423553372,-89.98005668565176,70114,0,9,shingle,-0.5348207310581259,AE,0.28468759747569494,21.89517443440798,32.537971844861666,114.10453445140311,1.3111893903037561,1269.471727015873,0,933.2951639639551
180,29.988172024855334,-90.1855104202986,70112,1,3,metal,3.2242357103550088,X,0.9528431553302195,9.881587487063353,26.134138963684848,61.60264249501104,2.9274267123655644,965.3677891561529,0,1672.593817795957
181,29.92789512373431,-90.09257003392678,70119,0,29,shingle,13.348442167316165,A,0.9619378496340822,24.158143449808357,22.328863863919736,85.70616301110034,0.0,1943.3940711048235,0,0.0
182,29.971000822058663,-90.14496813608368,70116,0,19,shingle,12.699164169026357,A,0.9481064862444035,23.19878227018271,39.270726094921145,68.72212909369695,11.038728722759375,902.6589604051567,0,5586.931085300248
183,29.946679898677715,-90.0723045634938,70125,0,38,shingle,11.326433196999838,X,0.8922630025909232,18.93676997138211,20.76991541510803,54.18989278425313,16.309794259972474,2370.118500033439,0,21674.500561663084
184,29.952643907894604,-90.1738701524066,70115,0,30,shingle,9.200752837562886,X,0.5337221202991841,37.6120669256501,31.878655862098476,30.0,7.765842444262638,1595.5882594499794,0,6947.6824970502885
185,29.985174000389474,-90.0171283994923,70117,0,5,shingle,5.072881530881185,X,0.19329207228028833,3.8759165232290904,19.33948573989374,73.09370521523414,10.445773470099047,1846.8399991071299,0,10816.840639653297
186,30.042746461945253,-90.07365622555089,70125,0,25,metal,7.586476125932174,A,0.9247072260477771,15.669690757834708,29.70109675568051,73.65839292302778,9.017431026113226,2308.910510020888,0,12322.578165401672
187,29.867195324834928,-90.11391030353225,70119,1,33,shingle,7.854489446982889,A,0.6513761077564627,13.021348434492534,29.646293179341747,64.93540131435073,10.723207641956257,3162.2986286961454,0,19013.328489349056
188,29.89655512232543,-90.09146139860047,70119,0,34,shingle,4.765304912467828,A,0.7102412157042018,30.347552181628238,22.365619166279167,64.83037972744006,7.082776050458535,1604.4594011721474,0,6371.809726145261
189,29.970275921551128,-90.05840266159143,70124,0,29,shingle,11.087015329387926,A,0.9899767022030598,38.5251448959296,23.323426502486996,45.66522594652322,11.383040961662504,2101.648340887362,0,13413.709729151227
190,30.1346664220311,-90.26262246369751,70125,0,38,shingle,9.463354504347976,A,0.8272294181153347,3.5904875328501973,26.176868648712393,65.36380276371233,18.41890329169083,1643.2018113794554,0,16970.13232409323
191,29.988957642933865,-90.1343061188666,70117,1,26,shingle,9.180059388357144,X,0.7054893969374308,16.472856689665146,38.59653650265913,59.340002612275114,18.587663783213713,1593.8581351820567,0,16611.353784940708
192,30.05884261354745,-90.18900471197935,70114,1,6,shingle,3.967963736396565,AE,0.9045198237823706,39.10948522468573,12.180134584362255,87.40021431134436,9.622393699746695,2237.6045587460867,0,12072.494503223606
193,29.865969054106483,-90.09152228446297,70122,1,37,metal,7.7610967256494385,AE,0.3471559349139349,22.643472247888766,33.19607684932187,51.801475152213825,11.923278062730649,2199.38276512743,0,15520.586968953872
194,29.93767064812347,-90.06747946493773,70118,0,24,shingle,-5.1717945628630275,X,0.16452140495245093,25.37511537777985,31.56883691166118,61.248134904231314,5.554449243400896,1649.0024275660905,0,5135.619670450312
195,30.06125633908708,-89.94895893419708,70112,0,26,shingle,3.005254774855877,A,0.9363578384825466,3.988845717092495,38.38418670790794,89.39520949422244,1.0055923953915542,2368.1778197324024,0,1335.2630947409193
196,30.04896243367891,-90.09208642052938,70118,0,24,shingle,8.240765515372624,A,0.23239888263594255,22.85185210952794,19.88104864705668,55.59715040879311,20.498000620240006,1577.234535800601,0,18127.51762428379
197,29.955878182046533,-90.19633288660599,70119,0,1,shingle,-3.61743492208247,A,0.9909050672729565,17.032808257461426,19.50656486885504,53.24964986117935,14.85785257250496,2160.650412471614,0,17999.941999668612
198,29.96577236739645,-89.99364157601876,70125,0,25,shingle,0.2815677294397396,X,0.12133812749454043,19.190381156015032,22.760323008302528,47.77475015141232,15.713261672597625,2591.7019605147166,0,22833.9978702112
199,29.96926064088706,-90.11511860218131,70122,1,12,shingle,-2.0165518733727517,X,0.3944445517123436,26.687039313680426,19.52203286179682,65.52392082397284,4.475348066233281,1954.07120303822,0,4903.4049208334345
200,30.01376939746408,-90.06371780640858,70130,0,15,shingle,4.432408159148336,AE,0.32307028709933305,11.093866088706354,36.91527777938822,60.731783689053216,10.69839726859733,3362.727975820448,0,20171.63094312394
201,29.994332830139424,-89.9630151602501,70122,1,2,metal,2.4283545319479467,A,0.6876937664866334,35.049712252105614,24.31434735518828,65.40922659756038,10.162428746175868,1552.5895992954813,0,9338.257343361056
202,29.969264612436174,-90.14980105764846,70124,1,29,metal,13.371705916633521,A,0.5130523161514723,25.202492542814184,31.91899792382643,82.95727322726128,9.020974831426834,800.0,0,4271.251163183977
203,30.013468199433355,-90.17175077795592,70125,1,35,shingle,9.493091874359692,A,0.9180337036419332,6.392418663685762,31.35816205141836,86.76229296022964,9.22369659512528,2011.5035277940558,0,10402.946463390328
204,30.145049160429856,-90.05146433230493,70112,1,21,shingle,7.430682307188221,AE,0.679953477637824,16.955698561404308,28.008717728496432,51.44734112520521,13.846790186766842,2002.3892091439006,1,15546.340084982368
205,29.89498354069283,-90.04024232146463,70122,1,31,shingle,15.213801124925492,AE,0.5151329559388099,23.611228887991885,29.599491003298247,54.70836819606834,5.538920361091498,1560.830005993016,0,4847.427055392755
206,29.92067043404663,-90.12861341436592,70116,0,38,tile,13.485240022518703,AE,0.26027227147645704,29.4907698881263,25.767258467715596,60.356640652928746,18.25387828557846,1057.7453507636787,0,10224.527511987153
207,29.920944035040076,-90.20603523665338,70115,0,4,shingle,10.045864821488337,X,0.19868859400623362,18.313412288504086,27.782003543911443,69.89452950427066,13.11574403070577,1797.5706301407183,0,13219.330240125902
208,29.950493988020877,-90.13416687759201,70117,0,16,shingle,11.401832579473199,X,0.9650063708302828,11.471880805138497,20.87072238175974,84.24981859183862,8.919563869326593,1311.0417868646903,0,6556.78147851288
209,29.922875509431194,-89.95583301311304,70116,0,31,shingle,1.2009737072706592,X,0.82903244089135,21.30756984244092,28.74167659600727,112.28626359705834,14.218911096329652,2590.849771876361,1,20655.662383142506
210,29.81764814541205,-90.12530846457823,70124,0,37,metal,5.178939046441798,X,0.3544043435897074,22.074547856059766,17.940881429329483,34.353217994536294,14.11459612924878,2876.9159135637397,0,24032.96070498183
211,29.98240590393025,-90.10569178921833,70119,0,37,shingle,2.122150063068413,X,0.8564818974754823,12.292886289900519,25.088630209380277,85.18763808121933,13.100448472370815,2364.835969314671,0,17370.716874738057
212,29.912833424880116,-90.1600474819609,70124,0,22,shingle,3.80896148737936,X,0.23576272877552784,17.128023626629716,23.749768790624394,91.09951301117258,9.440439391169921,1554.590754033178,0,8228.84429710715
213,29.843944479426852,-90.01128174941327,70117,0,33,shingle,-9.858718215290956,A,0.5555149005199909,15.708264772767041,27.427995403668504,57.18132351553849,6.567070882108761,1216.1413691493135,0,4478.023021967978
214,29.874395757444837,-90.16594787343777,70112,1,33,shingle,12.159284628121071,A,0.5677903327797903,26.29561776994291,37.97737692654765,97.89652024950487,5.558336848781212,2933.6708285060577,1,9142.959605704444
215,29.87985306810172,-90.146881939094,70122,0,29,metal,5.002835698925333,X,0.8616397175675398,6.2806376259276515,23.738783020570803,74.52427434237853,16.69494812104375,1841.5564399854254,0,18196.244319314043
216,29.869202261198467,-89.99127922325296,70130,1,18,metal,8.815899534377255,X,0.8014603356092482,9.459682696000858,31.409574194609696,89.06210601945786,16.730175482620176,2593.5485346837268,0,25680.680509590897
217,29.92369679953172,-90.21758332397664,70125,0,12,metal,6.458122051081907,A,0.009374936516200472,29.443850403741088,17.658170195649422,56.05258150809996,1.4840958806065565,2347.600254091799,0,2062.043199333897
218,30.02171862206877,-90.06191430614372,70130,0,39,metal,0.28388430419931154,AE,0.3195240732098684,12.069644536153131,23.452451999988252,49.808305710400724,5.63883264247602,1867.1576657274754,0,6231.345751299699
219,29.973080807224985,-90.04052226559423,70113,1,13,shingle,12.109898737815008,X,0.2868043443315177,34.784609386111754,22.576752032046464,63.42897219600857,11.478294438143609,2444.33831624843,0,15731.467328618208
220,29.927369880139466,-89.96731497917192,70115,0,30,shingle,0.6747962171385335,X,0.43653300477829304,24.37904004485539,15.941533999929721,84.7673246229947,18.502173616055117,2328.3139192819394,1,24154.321493507086
221,30.041964459631526,-90.12817542827901,70122,0,36,shingle,16.480555064288794,X,0.3892944898286794,11.89849241053595,21.3844170206687,50.729086021347456,23.159952498794794,1844.469261285838,0,23951.8819413794
222,29.91553637572293,-90.14016852821683,70113,1,29,shingle,1.2439611346426602,X,0.700978284207702,19.14595039635214,32.235808591199195,52.771885537257006,5.8289971445983575,2028.840687547911,0,6630.897956356769
223,29.92253736986595,-90.09440312387514,70116,0,18,shingle,0.3003607595017179,A,0.11247865707800753,19.74465178459979,14.265839476706148,82.48586049343228,9.783560011672746,1747.5640607279402,0,9586.510981433279
224,29.900333560440327,-89.97313831360358,70115,0,27,shingle,8.32233583859242,X,0.46809717701393594,39.864661941519515,39.56635685069514,71.8794888670398,7.954242304033009,2298.9702249063016,0,10253.277678803775
225,29.937613941492753,-89.99962342582715,70130,1,7,shingle,5.785331888468546,A,0.7758167652699602,18.7199552930365,12.6015373103365,63.09329480352445,13.024403330595195,2684.36214329316,0,19603.314084861155
226,29.98496572481946,-90.13496910727018,70116,0,19,shingle,15.931892146081921,X,0.622252674286416,19.02495466477479,33.564880086262704,115.21621721540498,7.158385747998679,1391.5047981781092,0,5585.09239438886
227,29.85926932787477,-90.08950089107304,70116,0,15,shingle,7.753292176426718,X,0.2797176157016301,32.16202288196204,21.882881543086377,103.39847771367735,12.884124295753239,1665.9018649832644,0,12034.689128749123
228,29.90592759067648,-90.16479136505791,70118,0,6,shingle,12.286605314516738,X,0.6864434034479815,14.484886268077414,35.16700825684115,35.049964720239345,7.523306949250811,1039.1213090431543,0,4383.344336641626
229,30.082779984309678,-90.20331261430073,70122,0,2,shingle,6.216941723967757,X,0.45243321895067445,20.223228797915738,40.72981157283898,55.60213174981456,12.393496862345785,1970.9571046014407,0,13696.247322833997
230,29.88835921462412,-89.90193670386942,70112,0,7,shingle,5.9612791261436175,AE,0.30961260959664527,21.94798983132668,28.01858372568966,69.26041801558839,9.22138448326957,2158.19192290344,0,11158.780867733367
231,29.969772106208318,-90.12994281111396,70117,0,37,shingle,10.185202543849115,X,0.17748919196679191,28.499045288055264,20.33430762624582,35.35793463128841,17.604001936635235,2909.810548681352,0,28721.470916541726
232,29.94000620131509,-90.04578477058625,70117,0,27,shingle,11.381274907583398,X,0.7846998577174547,19.768045655907674,33.33597854181378,87.54527632717381,3.317251782542341,2928.125266077139,0,5446.263434835808
233,29.950674654606473,-90.05510147271679,70124,1,6,shingle,13.76409052173599,A,0.2628289365670423,16.37507907972715,37.6046681109666,69.39204613584532,5.932443401208597,1920.2796089974938,0,6387.466418195071
234,29.937721614287135,-89.9797240202987,70117,0,1,shingle,12.483992890187428,X,0.6845500659500807,24.19887621117549,29.429090404719048,53.4120890405475,15.709528388413041,1289.9601420763302,0,11362.397930077188
235,29.909983503894413,-90.02545393529354,70124,1,7,shingle,1.3223823136447876,X,0.9168166521831334,22.6255656825152,33.30271524028751,50.57335335820244,8.260669923413625,2563.386248044517,0,11872.983802912446
236,29.962132808267018,-89.93512387219603,70117,1,12,shingle,12.075342660323217,X,0.8003019027524337,9.776593163776763,35.6527322335892,84.29349869747908,4.94803626930162,2089.226899980257,0,5796.275765838755
237,29.960561923143423,-90.17014254854155,70115,0,17,shingle,10.489217638687112,X,0.8835666858379035,16.624643156780042,21.095288489046663,30.0,15.120882535401167,2687.4829929143903,0,22785.230185234464
238,30.00641431655878,-90.158265501199,70117,0,25,shingle,3.3381843796888577,AE,0.8580995858701583,25.811338481190177,32.014775567177196,74.34651881526798,12.52262349522897,2480.339373623606,0,17415.541674398464
239,30.09699786561934,-90.20311862863774,70130,0,23,shingle,9.796652033858805,X,0.5149245590604936,21.892871498916275,38.52339113901009,77.6733871418097,3.2184315039094313,1621.5549545062147,1,2926.2167929914394
240,29.932199972281968,-90.1600149859922,70130,0,5,metal,9.102282320241702,AE,0.2820383457928478,28.323974823314245,23.84022191160124,30.0,14.12038556410084,1922.8102733935357,0,16069.214253379036
241,30.047034623618796,-90.13977875219737,70124,0,27,shingle,13.577739113348299,AE,0.057924706827235384,34.38703375975936,30.56047775593091,54.77300188865814,13.178903827610599,2898.5187972899093,0,21418.347774653346
242,30.050303526304635,-90.24205186521274,70116,0,5,metal,7.422441952577165,X,0.12662919109731785,20.48539786017827,7.909888185456349,67.57431005690604,7.046965402040361,1372.6691595706377,0,5725.055056146333
243,29.965909811459696,-90.22364270800665,70119,0,11,shingle,-2.423721458592004,A,0.08458945433465181,17.298358184951585,20.177926663371437,83.64619491700188,12.051184020463673,1130.4928993406518,0,7638.852304292405
244,29.882654534297686,-90.06329665436759,70124,1,26,shingle,-2.904028092242754,A,0.8773851914465406,7.048695453678674,12.911084460546835,78.36967517713967,10.024750784678762,1921.113682453077,0,10798.345181678951
245,29.961537406024824,-90.10494443225956,70116,0,33,shingle,2.9569750044754306,X,0.02486435987624791,28.502371659485046,36.37865455231659,32.79481821332379,12.541379968612823,1779.209850795311,1,12511.317821072744
246,29.861290588087044,-90.00601233561395,70115,0,31,metal,1.6193612320852617,X,0.5176150576254509,10.613655672333254,41.59517876918157,53.38467972161202,18.896044919049412,2459.7310687198974,0,27508.70786956656
247,29.941011667445185,-90.21601568406912,70122,0,13,shingle,6.6867649035663375,A,0.4466141472826901,16.93289973464933,20.46321496613085,81.83309023867714,13.611484500017838,2496.304791615908,1,19051.69671768899
248,29.901742814319523,-90.07416736816849,70119,1,30,shingle,5.1594850884380286,X,0.8245292523983732,23.46229595293867,23.009223800434615,85.91173191793456,6.592209002275512,2013.4732981002649,0,7442.3038746447455
249,29.997394489642048,-90.1711719995232,70113,0,21,shingle,5.6059233163660345,A,0.10709005102402769,15.083557142515307,27.629739869693406,63.24622083016848,13.116879589849411,2532.8941764850124,0,18628.510606548178
250,29.96052639453818,-90.05676485113436,70113,0,30,metal,13.413924557367563,X,0.2759377535429932,32.84202753592668,24.348898603871998,39.39053675694142,18.63714067341759,2241.104109331513,0,24720.256183353893
251,29.831897642926176,-90.26312153843324,70125,1,39,shingle,10.151926953727934,X,0.8338084167076958,25.70670657601216,23.742928078049733,89.56387255940353,6.357418320571161,2782.594105963237,0,9918.847339183421
252,29.9788243082954,-89.9505159665091,70119,1,3,shingle,-0.9640986070416186,X,0.1516738512317386,7.329634807886656,15.77191588304325,62.37196002133281,9.67907115251546,2207.2328523213832,0,11978.77451824091
253,30.00630051262719,-90.10428226951348,70116,0,33,metal,16.95962800786262,X,0.8588360166427725,25.03491240459233,15.63491736074185,69.69630377582892,18.191858398750654,1274.9217235126587,1,13726.89273515144
254,29.82681804303718,-89.91803053978015,70112,1,1,shingle,17.52578545544066,X,0.5266251959073263,6.587987248495281,21.532690560640418,91.27941973460928,8.458587896737615,2227.8655684126393,0,10566.165387931598
255,30.001378674097612,-90.03431474287395,70119,0,6,shingle,-2.052706788653447,X,0.08336585824879428,3.6924404979118037,6.5423913933949756,71.61322862272647,13.175911066620426,1712.956968549371,0,12654.869298065358
256,29.818387352439792,-89.98462220973137,70118,0,28,shingle,10.234321743499637,X,0.2714526689518013,8.845707847793502,22.127316657932894,73.92562594066243,15.112992994492634,1045.5864313643824,0,8860.147989202662
257,29.91267574037159,-89.99065658372717,70113,1,14,shingle,12.971322366832245,X,0.8240589452135783,23.35209820883759,25.77984172608583,70.69088739952184,13.410228549763076,1493.0039059406975,0,11226.068284961135
258,29.945786576049382,-90.04635864423334,70125,0,26,metal,14.205496780046849,AE,0.5196253658792626,23.964785701168477,32.0414237631003,46.03451173988992,15.499017400718401,2550.656606774307,0,23397.411409268436
259,29.962105707916574,-90.07024662383559,70115,0,6,metal,-3.503572323294158,A,0.49898175231432496,16.546627456891915,13.631002830536152,41.02101823554471,15.749704583756849,2060.901130726824,0,19210.61293168674
260,29.94278259149489,-90.12525607313782,70117,0,8,shingle,6.358036915328926,AE,0.7548537566242371,10.710543389573925,24.79927348338442,67.62429431292864,3.2113650989604947,1699.1710310873375,1,3059.5484469656913
261,30.02894120095169,-90.01155078852968,70117,1,26,shingle,5.0562626185994795,X,0.8543990192143499,24.463106696363397,16.269780530967992,67.27428496011635,7.6892783250770105,2069.0341670110543,0,8920.389127277414
262,30.000930678171176,-90.18567112102056,70124,1,13,shingle,6.778313445697089,A,0.8604162050093307,13.403446660837565,19.049597100195175,69.45742087265207,12.833323438115503,2670.851447601124,0,19218.497400383123
263,29.95820266747182,-90.16705270579837,70114,1,4,metal,1.8389917858874423,X,0.6925239550935322,29.447592472658464,21.015976953513537,93.38439272749986,7.550341682636089,942.5625611776857,0,4212.000780928925
264,29.985718041618906,-90.05860452590272,70114,0,4,shingle,-6.008041477860825,AE,0.6337213522565646,12.515875174145492,27.469981277978917,58.33443071614741,10.57681934709969,2479.346560060725,0,14703.572892649821
265,29.88574586498544,-90.10445464829047,70125,0,37,shingle,2.642279414980125,A,0.9718295159535177,23.528901663675487,28.06015605145056,80.30460342267634,21.006116747389477,1775.1250636445438,1,20907.653162784994
266,29.948313458963533,-90.12179788885778,70124,0,2,shingle,-1.289986010106384,AE,0.8865074815972465,32.1433362754281,15.059253710560709,60.40654417239634,7.533566430359046,2277.746990461892,0,9621.364318734166
267,29.930822649035708,-90.10238507955629,70116,0,8,shingle,5.394402006006212,X,0.6378402844782564,23.404124743957603,31.86159240971971,82.82356977034333,12.287632267534391,2826.5448093785158,0,19473.976275240468
268,30.035841652096607,-90.03243745588951,70116,0,21,shingle,6.068619466968929,X,0.41110729666355783,1.5592935903721745,24.393849260754205,69.3887545505896,1.3555118959649555,2070.5030057768663,0,1573.655828797047
269,29.936845336293047,-90.15604900292259,70116,0,20,shingle,4.549629649624701,X,0.21909949883930446,2.314023670638047,27.143980016706852,81.12406787662115,8.239692196975904,1767.9517651511276,1,8167.929048664253
270,29.992509287765916,-89.99285532903265,70112,1,18,metal,1.9649573837925125,X,0.17699877525961805,18.72991600534128,33.20154168999108,71.75360931997743,10.14400673101514,2003.2990465550342,0,12027.267353542491
271,29.92681618838827,-90.11458122501571,70119,1,20,shingle,8.785943572031373,X,0.5039114196201254,19.621436770704904,29.35102889932238,52.10005640759344,0.0,1408.797942514479,0,0.0
272,29.870273224620192,-90.0601670088404,70125,0,11,metal,6.053108925374257,X,0.6965458187956566,14.279600635633251,22.70250832370112,56.975537804801675,11.179481912557906,1548.9643745176836,0,10248.841078324052
273,29.981862603412903,-89.9932461348365,70116,1,27,shingle,-0.25947519661558616,A,0.9967300948870698,15.958418795969434,16.06290196485616,48.883440837195906,10.021423563973071,2585.9383650066147,0,14530.419201559442
274,29.98252207090735,-90.10915727432322,70124,0,20,shingle,12.622978476898485,AE,0.4872625391013581,11.661670258440084,34.76704910761255,66.17674338816556,7.536409507607061,1639.4733056962057,0,6927.864656315404
275,29.93489659996968,-90.01158491367063,70116,1,35,shingle,6.676525451289053,X,0.22821364136242883,23.788076967224562,15.77457169646703,62.547411785095214,1.4411282589257457,2425.8394224713647,0,1960.1767782905106
276,29.79788922764602,-90.05198797092035,70112,0,20,metal,13.330470550180388,A,0.3647822079201275,25.486757654509233,25.549642746544606,104.00129078036363,6.790244483859404,1708.4439516576003,0,6865.9051414679725
277,29.89198082266929,-90.12672693760682,70122,1,15,shingle,3.4281028314443387,A,0.05431967866295273,21.44959455452851,29.050414598619053,102.3364020029949,11.68772925633384,1716.1897557483253,0,11246.723134753249
